所管,組織,,,,,,,,                             項目,,"平成28年度
成立予算額(千円)",補正要求,,,"改平成28年度
予算額(千円)"
,,,15,072,1,95,9,24,,独立行政法人日本スポーツ振興センター出資金,0,"12,500,000",0,"12,500,000","12,500,000"
,文化庁,,,,,,,,,,"103,964,767","8,584,773",0,"8,584,773","112,549,540"
,,081,,,,,,,文化庁共通費,,"2,715,705",0,0,0,"2,715,705"
,,094,,,,,,,文化庁施設費,,"199,000","80,000",0,"80,000","279,000"
,,,95,072,1,20,3,09,,施設施工庁費,"199,000",0,0,0,"199,000"
,,,95,072,1,94,4,15,,不動産購入費,0,"80,000",0,"80,000","80,000"
,,082,,,,,,,文化振興費,,"19,045,697","81,918",0,"81,918","19,127,615"
,,,95,072,2,12,5,14,,文化芸術振興委託費,"7,965,227","81,918",0,"81,918","8,047,145"
,,,95,072,2,12,9,06,,諸謝金外7目,"11,080,470",0,0,0,"11,080,470"
,,083,,,,,,,日本芸術院,,"503,972",0,0,0,"503,972"
,,095,,,,,,,日本芸術院施設費,,"126,280",0,0,0,"126,280"
,,084,,,,,,,独立行政法人国立美術館運営費,,"7,500,615",0,0,0,"7,500,615"
,,085,,,,,,,独立行政法人国立美術館施設整備費,,"3,511,425","167,744",0,"167,744","3,679,169"
,,,95,072,1,30,5,16,,独立行政法人国立美術館施設整備費補助金,"3,511,425","167,744",0,"167,744","3,679,169"
,,086,,,,,,,独立行政法人日本芸術文化振興会運営費,,"10,052,913",0,0,0,"10,052,913"
,,087,,,,,,,独立行政法人日本芸術文化振興会施設整備費,,"1,048,036","339,554",0,"339,554","1,387,590"
,,,95,072,1,30,5,16,,独立行政法人日本芸術文化振興会施設整備費補助金,"1,048,036","339,554",0,"339,554","1,387,590"
,,088,,,,,,,文化財保存事業費,,"45,663,023","7,817,806",0,"7,817,806","53,480,829"
,,,95,072,2,71,5,16,,国宝重要文化財等保存整備費補助金,"25,805,854","7,817,806",0,"7,817,806","33,623,660"
,,,95,072,2,12,9,06,,諸謝金外19目,"19,857,169",0,0,0,"19,857,169"
,,089,,,,,,,文化財保存施設整備費,,"719,394",0,0,0,"719,394"
,,090,,,,,,,独立行政法人国立文化財機構運営費,,"8,387,941",0,0,0,"8,387,941"
,,091,,,,,,,独立行政法人国立文化財機構施設整備費,,"1,334,381","86,249",0,"86,249","1,420,630"
,,,95,072,1,30,5,16,,独立行政法人国立文化財機構施設整備費補助金,"1,334,381","86,249",0,"86,249","1,420,630"
,,092,,,,,,,国際文化交流推進費,,"2,176,456",0,0,0,"2,176,456"
,,093,,,,,,,文化振興基盤整備費,,"979,929","11,502",0,"11,502","991,431"
,,,95,072,2,12,5,14,,文化芸術振興委託費,"476,985","11,502",0,"11,502","488,487"
,,,95,072,2,12,9,06,,諸謝金外11目,"502,944",0,0,0,"502,944"
厚生労働省,厚生労働本省,,,,,,,,,,"30,131,768,537","563,993,720",0,"563,993,720","30,695,762,257"
,,001,,,,,,,厚生労働本省共通費,,"101,040,536","184,763",0,"184,763","101,225,299"
,,,95,016,2,12,3,09,,情報処理業務庁費,"611,266","184,763",0,"184,763","796,029"
,,,95,016,2,12,9,06,,諸謝金外44目,"100,429,270",0,0,0,"100,429,270"
,,002,,,,,,,厚生労働本省施設費,,"266,835",0,0,0,"266,835"
,,003,,,,,,,医療提供体制確保対策費,,"4,851,912","1,297,073",0,"1,297,073","6,148,985"
,,,95,016,2,12,3,09,,社会保障関係情報化業務庁費,"68,495","118,192",0,"118,192","186,687"
,,,07,086,2,81,5,16,,医療施設運営費等補助金,"3,543,426","1,178,881",0,"1,178,881","4,722,307"
,,,95,016,2,12,9,06,,諸謝金外9目,"1,239,991",0,0,0,"1,239,991"
,,004,,,,,,,医療従事者等確保対策費,,"1,194,094",0,0,0,"1,194,094"
,,005,,,,,,,医療従事者資質向上対策費,,"10,217,237",0,0,0,"10,217,237"
,,006,,,,,,,医療情報化等推進費,,"524,502","254,813",0,"254,813","779,315"
,,,95,016,2,81,5,16,,地域診療情報連携推進費補助金,"28,018","254,813",0,"254,813","282,831"
,,,95,016,2,12,9,06,,諸謝金外5目,"496,484",0,0,0,"496,484"
,,007,,,,,,,医療安全確保推進費,,"1,260,217",0,0,0,"1,260,217"
,,010,,,,,,,独立行政法人国立病院機構運営費,,"14,420,984",0,0,0,"14,420,984"
,,171,,,,,,,国立研究開発法人国立がん研究センター運営費,,"6,078,696",0,0,0,"6,078,696"
,,173,,,,,,,国立研究開発法人国立循環器病研究センター運営費,,"4,485,550",0,0,0,"4,485,550"
,,181,,,,,,,国立研究開発法人国立循環器病研究センター施設整備費,,"357,770",0,0,0,"357,770"
,,174,,,,,,,国立研究開発法人国立精神・神経医療研究センター運営費,,"3,874,661",0,0,0,"3,874,661"
,,175,,,,,,,国立研究開発法人国立精神・神経医療研究センター施設整備費,,"104,814",0,0,0,"104,814"
,,176,,,,,,,国立研究開発法人国立国際医療研究センター運営費,,"5,778,519",0,0,0,"5,778,519"
,,177,,,,,,,国立研究開発法人国立国際医療研究センター施設整備費,,"174,276",0,0,0,"174,276"
,,178,,,,,,,国立研究開発法人国立成育医療研究センター運営費,,"3,272,524",0,0,0,"3,272,524"
,,184,,,,,,,国立研究開発法人国立成育医療研究センター施設整備費,,"150,000",0,0,0,"150,000"
,,179,,,,,,,国立研究開発法人国立長寿医療研究センター運営費,,"2,793,350",0,0,0,"2,793,350"
,,183,,,,,,,国立研究開発法人国立長寿医療研究センター施設整備費,,"213,640",0,0,0,"213,640"
,,012,,,,,,,感染症対策費,,"82,685,944",0,0,0,"82,685,944"
,,013,,,,,,,特定疾患等対策費,,"138,048,652",0,0,0,"138,048,652"
,,014,,,,,,,移植医療推進費,,"3,080,410",0,0,0,"3,080,410"
,,015,,,,,,,原爆被爆者等援護対策費,,"135,517,931",0,0,0,"135,517,931"
,,016,,,,,,,医薬品承認審査等推進費,,"1,567,731",0,0,0,"1,567,731"
,,017,,,,,,,医薬品安全対策等推進費,,"2,070,768",0,0,0,"2,070,768"
,,018,,,,,,,医薬品適正使用推進費,,"255,199",0,0,0,"255,199"
,,019,,,,,,,血液製剤対策費,,"609,964",0,0,0,"609,964"
,,021,,,,,,,医療技術実用化等推進費,,"742,078",0,0,0,"742,078"
,,022,,,,,,,医療提供体制基盤整備費,,"87,994,603","26,429,878",0,"26,429,878","114,424,481"
,,,07,086,2,81,5,16,,医療提供体制推進事業費補助金,"15,025,466","997,623",0,"997,623","16,023,089"
,,,07,086,1,82,5,16,,医療施設等施設整備費補助金,"9,542,140","15,685,234",0,"15,685,234","25,227,374"
,,,07,088,1,82,5,16,,医療施設等災害復旧費補助金,0,"6,751,846",0,"6,751,846","6,751,846"
,,,07,086,1,82,5,16,,医療提供体制施設整備交付金,"2,544,550","2,995,175",0,"2,995,175","5,539,725"
,,,07,086,2,82,5,16,,医療施設等設備整備費補助金外1目,"60,882,447",0,0,0,"60,882,447"
,,023,,,,,,,独立行政法人医薬品医療機器総合機構運営費,,"1,440,780",0,0,0,"1,440,780"
,,024,,,,,,,医療保険給付諸費,,"9,697,676,589","17,039,818",0,"17,039,818","9,714,716,407"
,,,06,081,2,86,5,16,,高齢者医療制度円滑運営事業費補助金,"262,080","3,912,036",0,"3,912,036","4,174,116"
,,,06,081,2,71,5,16,,後期高齢者医療災害臨時特例補助金,0,"212,965",0,"212,965","212,965"
,,,06,081,2,71,5,16,,国民健康保険災害臨時特例補助金,0,"472,639",0,"472,639","472,639"
,,,06,081,2,71,5,16,,国民健康保険制度関係業務準備事業費補助金,"18,008,996","12,442,178",0,"12,442,178","30,451,174"
,,,95,016,2,12,9,06,,諸謝金外28目,"9,679,405,513",0,0,0,"9,679,405,513"
,,025,,,,,,,健康保険事業借入金諸費年金特別会計へ繰入,,"10,387,869",0,0,0,"10,387,869"
,,026,,,,,,,医療費適正化推進費,,"22,514,072",0,0,0,"22,514,072"
,,029,,,,,,,地域保健対策費,,"1,862,364",0,0,0,"1,862,364"
,,030,,,,,,,保健衛生施設整備費,,"2,019,000","3,686,497",0,"3,686,497","5,705,497"
,,,07,086,1,82,5,16,,保健衛生施設等施設整備費補助金,"2,019,000","2,156,941",0,"2,156,941","4,175,941"
,,,07,088,1,82,5,16,,保健衛生施設等災害復旧費補助金,0,"1,529,556",0,"1,529,556","1,529,556"
,,031,,,,,,,健康増進対策費,,"10,466,156",0,0,0,"10,466,156"
,,032,,,,,,,健康危機管理推進費,,"112,149",0,0,0,"112,149"
,,033,,,,,,,食品等安全確保対策費,,"1,757,546",0,0,0,"1,757,546"
,,034,,,,,,,水道安全対策費,,"105,834",0,0,0,"105,834"
,,035,,,,,,,水道施設整備費,,"10,725,000","18,519,000",0,"18,519,000","29,244,000"
,,,45,086,1,92,5,00,,水道施設整備費補助,"10,693,000","18,519,000",0,"18,519,000","29,212,000"
,,,45,086,1,20,4,00,,水道施設整備事業調査費外1目,"32,000",0,0,0,"32,000"
,,195,,,,,,,生活基盤施設耐震化等対策費,,"13,000,000","16,000,000",0,"16,000,000","29,000,000"
,,,07,086,1,92,5,16,,生活基盤施設耐震化等交付金,"13,000,000","16,000,000",0,"16,000,000","29,000,000"
,,036,,,,,,,麻薬・覚せい剤等対策費,,"1,223,460",0,0,0,"1,223,460"
,,037,,,,,,,化学物質安全対策費,,"286,637",0,0,0,"286,637"
,,038,,,,,,,生活衛生対策費,,"3,553,844","981,000",0,"981,000","4,534,844"
,,,07,086,1,95,9,24,,株式会社日本政策金融公庫出資金,0,"981,000",0,"981,000","981,000"
,,,95,016,2,12,9,06,,諸謝金外7目,"3,553,844",0,0,0,"3,553,844"
,,039,,,,,,,労働条件確保・改善対策費,,"498,422",0,0,0,"498,422"
,,096,,,,,,,中小企業最低賃金引上げ支援対策費,,"1,099,350","2,928,850",0,"2,928,850","4,028,200"
,,,60,016,2,12,9,06,,諸謝金,"47,934","26,957",0,"26,957","74,891"
,,,60,016,2,12,2,08,,職員旅費,"5,692","3,520",0,"3,520","9,212"
,,,60,016,2,12,2,08,,委員等旅費,948,300,0,300,"1,248"
,,,60,016,2,12,3,09,,庁費,"40,963","7,273",0,"7,273","48,236"
,,,60,016,2,12,5,14,,労働条件研究調査等委託費,"675,913","252,640",0,"252,640","928,553"
,,,60,016,2,40,5,16,,中小企業最低賃金引上げ支援対策費補助金,"327,900","2,638,160",0,"2,638,160","2,966,060"
,,041,,,,,,,労働者災害補償保険保険給付費労働保険特別会計へ繰入,,"192,411",0,0,0,"192,411"
,,092,,,,,,,職務上年金給付費年金特別会計へ繰入,,"1,607",0,0,0,"1,607"
,,045,,,,,,,独立行政法人労働政策研究・研修機構運営費,,"407,359",0,0,0,"407,359"
,,048,,,,,,,高齢者等雇用安定・促進費,,"9,032,349",0,0,0,"9,032,349"
,,049,,,,,,,失業等給付費等労働保険特別会計へ繰入,,"146,217,500",0,0,0,"146,217,500"
,,097,,,,,,,就職支援法事業費労働保険特別会計へ繰入,,"6,182,333",0,0,0,"6,182,333"
,,052,,,,,,,職業能力開発強化費,,"3,357,891",0,0,0,"3,357,891"
,,053,,,,,,,若年者等職業能力開発支援費,,"949,765",0,0,0,"949,765"
,,054,,,,,,,障害者等職業能力開発支援費,,"3,914,662",0,0,0,"3,914,662"
,,055,,,,,,,独立行政法人高齢・障害・求職者雇用支援機構運営費,,"850,253",0,0,0,"850,253"
,,056,,,,,,,男女均等雇用対策費,,"86,572",0,0,0,"86,572"
,,058,,,,,,,保育対策費,,"92,409,867","54,400,935",0,"54,400,935","146,810,802"
,,,06,083,2,81,5,16,,保育対策事業費補助金,"38,961,933","11,709,688",0,"11,709,688","50,671,621"
,,,06,083,1,82,5,16,,保育所等整備交付金,"53,421,369","42,691,247",0,"42,691,247","96,112,616"
,,,95,016,2,12,9,06,,諸謝金外4目,"26,565",0,0,0,"26,565"
,,060,,,,,,,児童虐待等防止対策費,,"123,690,014","18,523",0,"18,523","123,708,537"
,,,06,083,2,86,5,16,,児童保護災害臨時特例補助金,0,"18,523",0,"18,523","18,523"
,,,95,016,2,12,9,06,,諸謝金外12目,"123,690,014",0,0,0,"123,690,014"
,,061,,,,,,,母子保健衛生対策費,,"22,392,206",0,0,0,"22,392,206"
,,062,,,,,,,母子家庭等対策費,,"189,801,344",0,0,0,"189,801,344"
,,094,,,,,,,子ども・子育て支援対策費,,"2,711,217","345,298",0,"345,298","3,056,515"
,,,06,083,2,81,5,16,,児童健全育成対策費補助金,0,"60,000",0,"60,000","60,000"
,,,06,088,2,81,5,16,,社会福祉施設等設備災害復旧費補助金,0,"285,298",0,"285,298","285,298"
,,,95,016,2,12,9,06,,諸謝金外6目,"2,711,217",0,0,0,"2,711,217"
,,063,,,,,,,児童福祉施設整備費,,"5,662,000","8,934,248",0,"8,934,248","14,596,248"
,,,06,088,1,82,5,16,,社会福祉施設等災害復旧費補助金,0,"1,971,051",0,"1,971,051","1,971,051"
,,,06,083,1,82,5,16,,次世代育成支援対策施設整備交付金,"5,662,000","6,963,197",0,"6,963,197","12,625,197"
,,064,,,,,,,生活保護等対策費,,"2,963,310,447","2,122,740",0,"2,122,740","2,965,433,187"
,,,06,083,2,81,5,16,,生活困窮者就労準備支援事業費等補助金,"29,089,485","2,122,740",0,"2,122,740","31,212,225"
,,,95,016,2,12,9,06,,諸謝金外16目,"2,934,220,962",0,0,0,"2,934,220,962"
,,067,,,,,,,社会福祉諸費,,"35,174,816",0,0,0,"35,174,816"
,,068,,,,,,,遺族及留守家族等援護費,,"14,134,956",0,0,0,"14,134,956"
,,069,,,,,,,戦没者慰霊事業費,,"2,941,353",0,0,0,"2,941,353"
,,070,,,,,,,中国残留邦人等支援事業費,,"1,279,903",0,0,0,"1,279,903"
,,071,,,,,,,恩給進達等実施費,,"284,088",0,0,0,"284,088"
,,072,,,,,,,障害保健福祉費,,"1,618,175,443","350,400",0,"350,400","1,618,525,843"
,,,06,083,2,81,5,16,,障害者総合支援事業費補助金,"3,129,279","102,493",0,"102,493","3,231,772"
,,,06,083,2,86,5,16,,障害福祉サービス等災害臨時特例補助金,0,"6,539",0,"6,539","6,539"
,,,06,088,2,81,5,16,,社会福祉施設等設備災害復旧費補助金,0,"241,368",0,"241,368","241,368"
,,,95,016,2,12,9,06,,諸謝金外39目,"1,615,046,164",0,0,0,"1,615,046,164"
,,073,,,,,,,独立行政法人国立重度知的障害者総合施設のぞみの園運営費,,"1,314,490",0,0,0,"1,314,490"
,,075,,,,,,,特別障害給付金給付費年金特別会計へ繰入,,"3,371,776",0,0,0,"3,371,776"
,,076,,,,,,,社会福祉施設整備費,,"7,455,435","14,470,313",0,"14,470,313","21,925,748"
,,,06,083,1,82,5,16,,地方改善施設整備費補助金,"499,717","1,000,000",0,"1,000,000","1,499,717"
,,,06,083,1,82,5,16,,社会福祉施設等施設整備費補助金,"6,955,718","11,800,279",0,"11,800,279","18,755,997"
,,,06,088,1,82,5,16,,社会福祉施設等災害復旧費補助金,0,"1,670,034",0,"1,670,034","1,670,034"
,,077,,,,,,,独立行政法人福祉医療機構運営費,,"3,056,478",0,0,0,"3,056,478"
,,078,,,,,,,公的年金制度運営諸費,,"3,345,449",0,0,0,"3,345,449"
,,079,,,,,,,基礎年金拠出金等年金特別会計へ繰入,,"11,243,834,895",0,0,0,"11,243,834,895"
,,080,,,,,,,企業年金等健全育成費,,"35,113","48,715",0,"48,715","83,828"
,,,95,016,2,12,3,09,,社会保障関係情報化業務庁費,"18,314","48,715",0,"48,715","67,029"
,,,95,016,2,12,9,06,,諸謝金外3目,"16,799",0,0,0,"16,799"
,,098,,,,,,,企業年金等適正運営費,,"2,628,213","459,260",0,"459,260","3,087,473"
,,,06,081,2,71,5,16,,国民年金基金連合会事務費補助金,0,"459,260",0,"459,260","459,260"
,,,02,081,2,71,5,16,,国民年金基金等給付費負担金外1目,"2,628,213",0,0,0,"2,628,213"
,,081,,,,,,,高齢者日常生活支援等推進費,,"107,766,131",0,0,0,"107,766,131"
,,082,,,,,,,介護保険制度運営推進費,,"2,770,075,054","10,070,111",0,"10,070,111","2,780,145,165"
,,,06,081,2,12,5,14,,要介護認定調査委託費,"2,095,802","762,767",0,"762,767","2,858,569"
,,,06,081,2,40,5,16,,介護保険事業費補助金,"5,946,903","2,000,000",0,"2,000,000","7,946,903"
,,,06,081,2,71,5,16,,介護保険災害臨時特例補助金,0,"143,113",0,"143,113","143,113"
,,,06,088,1,82,5,16,,社会福祉施設等災害復旧費補助金,0,"3,590,230",0,"3,590,230","3,590,230"
,,,06,088,2,81,5,16,,社会福祉施設等設備災害復旧費補助金,0,"149,445",0,"149,445","149,445"
,,,06,081,2,71,5,16,,国民健康保険災害臨時特例補助金,0,"20,856",0,"20,856","20,856"
,,,06,083,1,82,5,16,,地域介護・福祉空間整備等施設整備交付金,"2,066,370","3,403,700",0,"3,403,700","5,470,070"
,,,06,081,2,12,9,06,,諸謝金外15目,"2,759,965,979",0,0,0,"2,759,965,979"
,,084,,,,,,,業務取扱費年金特別会計へ繰入,,"105,148,957",0,0,0,"105,148,957"
,,085,,,,,,,国際機関活動推進費,,"12,789,768","3,850,000",0,"3,850,000","16,639,768"
,,,50,086,2,72,5,16,,政府開発援助世界保健機関等拠出金,"1,337,231","3,000,000",0,"3,000,000","4,337,231"
,,,95,016,2,72,5,16,,経済協力開発機構等拠出金,"75,899","850,000",0,"850,000","925,899"
,,,95,016,2,72,5,16,,政府開発援助国際労働機関分担金外7目,"11,376,638",0,0,0,"11,376,638"
,,086,,,,,,,国際協力費,,"377,815",0,0,0,"377,815"
,,087,,,,,,,厚生労働調査研究等推進費,,"54,696,065","6,267,388",0,"6,267,388","60,963,453"
,,,13,087,2,30,5,16,,医療研究開発推進事業費補助金,"43,355,195","5,843,704",0,"5,843,704","49,198,899"
,,,07,086,2,92,5,16,,国立研究開発法人国立がん研究センター設備整備費補助金,0,"68,040",0,"68,040","68,040"
,,,07,086,2,92,5,16,,国立研究開発法人国立循環器病研究センター設備整備費補助金,0,"99,360",0,"99,360","99,360"
,,,07,086,2,92,5,16,,国立研究開発法人国立精神・神経医療研究センター設備整備費補助金,0,"64,800",0,"64,800","64,800"
,,,07,086,2,92,5,16,,国立研究開発法人国立国際医療研究センター設備整備費補助金,0,"64,260",0,"64,260","64,260"
,,,07,086,2,92,5,16,,国立研究開発法人国立成育医療研究センター設備整備費補助金,0,"64,044",0,"64,044","64,044"
,,,07,086,2,92,5,16,,国立研究開発法人国立長寿医療研究センター設備整備費補助金,0,"63,180",0,"63,180","63,180"
,,,13,087,2,12,9,06,,諸謝金外6目,"11,340,870",0,0,0,"11,340,870"
,,089,,,,,,,国立研究開発法人医薬基盤・健康・栄養研究所運営費,,"3,674,953",0,0,0,"3,674,953"
,,090,,,,,,,国立研究開発法人医薬基盤・健康・栄養研究所施設整備費,,0,"450,500",0,"450,500","450,500"
,,,13,087,1,30,5,16,,国立研究開発法人医薬基盤・健康・栄養研究所施設整備費補助金,0,"450,500",0,"450,500","450,500"
,,194,,,,,,,社会保障・税番号活用推進費,,"28,058,523",0,0,0,"28,058,523"
,,193,,,,,,,臨時福祉給付金等給付事業助成費,,"148,263,597","367,263,597",0,"367,263,597","515,527,194"
,,,06,083,2,12,2,08,,職員旅費,"2,170","2,170",0,"2,170","4,340"
,,,06,083,2,12,3,09,,臨時福祉給付金等給付事業庁費,"1,496,921","1,496,921",0,"1,496,921","2,993,842"
,,,06,083,2,86,5,16,,臨時福祉給付金給付事業費補助金,"66,000,000","330,000,000",0,"330,000,000","396,000,000"
,,,06,083,2,86,5,16,,臨時福祉給付金等給付事務費補助金,"35,764,506","35,764,506",0,"35,764,506","71,529,012"
,,,06,083,2,86,5,16,,年金生活者等支援臨時福祉給付金給付事業費補助金,"45,000,000",0,0,0,"45,000,000"
,,091,,,,,,,水道施設整備事業調査諸費,,"3,000",0,0,0,"3,000"
,,191,,,,,,,水道施設災害復旧事業費,,"350,000","7,620,000",0,"7,620,000","7,970,000"
,,,49,088,1,92,5,00,,水道施設災害復旧事業費補助,"350,000","7,620,000",0,"7,620,000","7,970,000"
,検疫所,,,,,,,,,,"9,509,707","349,268",0,"349,268","9,858,975"
,,101,,,,,,,検疫所共通費,,"7,238,324",0,0,0,"7,238,324"
,,102,,,,,,,検疫所施設費,,0,"349,268",0,"349,268","349,268"
,,,07,086,1,20,3,09,,施設施工庁費,0,"44,416",0,"44,416","44,416"
,,,07,086,1,20,4,15,,施設整備費,0,"304,852",0,"304,852","304,852"
,,103,,,,,,,検疫業務等実施費,,"663,113",0,0,0,"663,113"
,,104,,,,,,,輸入食品検査業務実施費,,"1,608,270",0,0,0,"1,608,270"
,厚生労働本省試験研究機関,,,,,,,,,,"13,079,582","254,612",0,"254,612","13,334,194"
,,121,,,,,,,厚生労働本省試験研究所共通費,,"7,458,133",0,0,0,"7,458,133"
,,122,,,,,,,厚生労働本省試験研究所施設費,,"2,289,425","254,612",0,"254,612","2,544,037"
,,,13,087,1,20,2,08,,施設施工旅費,67,"1,492",0,"1,492","1,559"
,,,13,087,1,20,3,09,,施設施工庁費,"13,296","11,200",0,"11,200","24,496"
,,,13,087,1,20,4,15,,施設整備費,"2,276,062","241,920",0,"241,920","2,517,982"
,,123,,,,,,,血清等製造及検定費,,"460,491",0,0,0,"460,491"
,,124,,,,,,,厚生労働本省試験研究所試験研究費,,"2,871,533",0,0,0,"2,871,533"
農林水産省,農林水産本省,,,,,,,,,,"1,547,742,435","359,072,495",0,"359,072,495","1,906,814,930"
,,001,,,,,,,農林水産本省共通費,,"94,692,306",0,0,0,"94,692,306"
,,002,,,,,,,農林水産本省施設費,,"317,857",0,0,0,"317,857"
,,003,,,,,,,食品の安全・消費者の信頼確保対策費,,"1,559,903",0,0,0,"1,559,903"
,,004,,,,,,,独立行政法人農林水産消費安全技術センター運営費,,"6,716,351",0,0,0,"6,716,351"
,,005,,,,,,,独立行政法人農林水産消費安全技術センター施設整備費,,"33,717",0,0,0,"33,717"
,,006,,,,,,,国産農産物消費拡大対策費,,"2,137,443","150,000",0,"150,000","2,287,443"
,,,65,061,2,12,5,14,,国産農産物消費拡大対策調査等委託費,"1,247,984","80,000",0,"80,000","1,327,984"
,,,65,061,2,40,5,16,,国産農産物消費拡大対策事業費補助金,"770,144","70,000",0,"70,000","840,144"
,,,65,061,2,12,9,06,,諸謝金外4目,"119,315",0,0,0,"119,315"
,,007,,,,,,,農林水産物・食品輸出促進対策費,,"3,577,678","7,265,085",0,"7,265,085","10,842,763"
,,,65,061,2,12,3,09,,庁費,"28,236","30,000",0,"30,000","58,236"
,,,65,061,2,12,3,09,,情報処理業務庁費,"71,659","100,000",0,"100,000","171,659"
,,,65,061,2,12,5,14,,農林水産物・食品輸出促進対策調査等委託費,"376,647","655,289",0,"655,289","1,031,936"
,,,65,061,2,40,5,16,,農林水産物・食品輸出促進対策事業費補助金,"3,039,354","6,479,796",0,"6,479,796","9,519,150"
,,,65,061,2,12,9,06,,諸謝金外3目,"61,782",0,0,0,"61,782"
,,008,,,,,,,食料安全保障確立対策費,,"19,872,271","1,998,702",0,"1,998,702","21,870,973"
,,,65,061,2,81,5,16,,食料安全保障確立対策推進交付金,"1,747,883","1,998,702",0,"1,998,702","3,746,585"
,,,65,061,2,12,9,06,,諸謝金外22目,"18,124,388",0,0,0,"18,124,388"
,,009,,,,,,,食料安全保障確立対策費食料安定供給特別会計へ繰入,,"95,600,000",0,0,0,"95,600,000"
,,010,,,,,,,担い手育成・確保等対策費,,"288,405,567","12,083,209",0,"12,083,209","300,488,776"
,,,65,061,2,81,5,16,,担い手育成・確保等対策地方公共団体事業費補助金,"10,525,672","7,435,509",0,"7,435,509","17,961,181"
,,,65,061,2,95,5,16,,農業経営金融支援対策費補助金,"6,557,918","2,987,850",0,"2,987,850","9,545,768"
,,,65,061,1,95,9,24,,株式会社日本政策金融公庫出資金,"499,000","1,659,850",0,"1,659,850","2,158,850"
,,,65,061,2,12,9,06,,諸謝金外21目,"270,822,977",0,0,0,"270,822,977"
,,011,,,,,,,独立行政法人農業者年金基金運営費,,"3,310,111",0,0,0,"3,310,111"
,,012,,,,,,,農業経営安定事業費等食料安定供給特別会計へ繰入,,"101,996,896",0,0,0,"101,996,896"
,,013,,,,,,,共済掛金国庫負担金等食料安定供給特別会計へ繰入,,"51,517,842",0,0,0,"51,517,842"
,,014,,,,,,,農地集積・集約化等対策費,,"35,678,975","21,699,997",0,"21,699,997","57,378,972"
,,,65,061,2,71,5,16,,農地集積・集約化対策事業費補助金,"1,032,770","1,499,997",0,"1,499,997","2,532,767"
,,,65,061,1,82,5,16,,農地集積・集約化対策整備交付金,"12,274,000","19,700,000",0,"19,700,000","31,974,000"
,,,65,061,2,81,5,16,,農地集積・集約化対策推進交付金,0,"500,000",0,"500,000","500,000"
,,,95,061,2,12,9,06,,諸謝金外21目,"22,372,205",0,0,0,"22,372,205"
,,015,,,,,,,農業生産基盤整備推進費,,"8,135,430","150,000",0,"150,000","8,285,430"
,,,95,061,1,82,5,16,,特殊自然災害対策整備費補助金,"150,000","150,000",0,"150,000","300,000"
,,,95,061,2,12,9,06,,諸謝金外13目,"7,985,430",0,0,0,"7,985,430"
,,016,,,,,,,海岸事業費,,"2,961,659",0,0,0,"2,961,659"
,,017,,,,,,,農業生産基盤整備事業費,,"163,134,149","113,215,000",0,"113,215,000","276,349,149"
,,,46,052,1,20,4,00,,かんがい排水事業費,"46,801,143","20,185,000",0,"20,185,000","66,986,143"
,,,46,052,1,20,4,00,,農用地再編整備事業費,"1,663,212","2,911,000",0,"2,911,000","4,574,212"
,,,46,052,1,20,4,00,,総合農地防災事業費,"14,597,883","1,600,000",0,"1,600,000","16,197,883"
,,,46,052,1,82,5,00,,農業競争力強化基盤整備事業費補助,"29,318,788","65,302,000",0,"65,302,000","94,620,788"
,,,46,052,1,82,5,00,,農村地域防災減災事業費補助,"49,481,000","23,217,000",0,"23,217,000","72,698,000"
,,,46,052,1,20,4,00,,国営造成施設管理費外6目,"21,272,123",0,0,0,"21,272,123"
,,018,,,,,,,農業生産基盤整備事業費食料安定供給特別会計へ繰入,,"15,561,000",0,0,0,"15,561,000"
,,019,,,,,,,国産農産物生産・供給体制強化対策費,,"356,416,542","148,080,533",0,"148,080,533","504,497,075"
,,,65,061,2,40,5,16,,国産農産物生産・供給体制強化対策事業費補助金,"11,451,041","50,604,799",0,"50,604,799","62,055,840"
,,,65,061,1,82,5,16,,国産農産物生産・供給体制強化対策地方公共団体整備費補助金,0,"80,377,135",0,"80,377,135","80,377,135"
,,,65,061,1,92,5,16,,国産農産物生産・供給体制強化対策整備費補助金,0,"1,166,515",0,"1,166,515","1,166,515"
,,,65,061,2,81,5,16,,国産農産物生産・供給体制強化対策地方公共団体事業費補助金,0,"799,750",0,"799,750","799,750"
,,,65,061,2,40,5,16,,飼料自給率向上対策費補助金,"290,140","732,334",0,"732,334","1,022,474"
,,,65,061,2,40,5,16,,水田活用直接支払交付金,"307,765,000","14,400,000",0,"14,400,000","322,165,000"
,,,65,061,2,12,9,06,,諸謝金外13目,"36,910,361",0,0,0,"36,910,361"
,,020,,,,,,,牛肉等関税財源国産畜産物生産・供給体制強化対策費,,"59,760,106",0,0,0,"59,760,106"
,,021,,,,,,,独立行政法人農畜産業振興機構運営費,,"1,686,500",0,0,0,"1,686,500"
,,022,,,,,,,独立行政法人家畜改良センター運営費,,"7,393,510",0,0,0,"7,393,510"
,,023,,,,,,,独立行政法人家畜改良センター施設整備費,,"148,468",0,0,0,"148,468"
,,024,,,,,,,農林水産政策研究所,,"934,231",0,0,0,"934,231"
,,025,,,,,,,先端技術活用生産・流通体制強化対策費,,"1,561,180","100,000",0,"100,000","1,661,180"
,,,65,061,2,40,5,16,,先端技術活用生産・流通体制強化対策事業費補助金,"492,223","100,000",0,"100,000","592,223"
