year,code,amount,name,topname,depname,depcat,cat,ref
2020,862.66c.66cf32.13,1145341000,国立国会図書館(科学技術振興費),国会,国立国会図書館,科学技術振興費,文教及び科学振興費,科学技術関係資料費100.0%
2020,862.66c.4c8584.95,1202093000,国立国会図書館施設費,国会,国立国会図書館,その他の事項経費,その他の事項経費,施設整備費97.6% 施設施工庁費2.4% 施設施工旅費0.0%
2020,862.4fa.4faf36.95,138464000,裁判官訴追委員会,国会,裁判官訴追委員会,その他の事項経費,その他の事項経費,職員基本給55.2% 職員諸手当28.3% 非常勤職員手当6.3% 庁費3.4% 超過勤務手当3.3% 児童手当1.2% 委員旅費0.7% 職員旅費0.7% 職務雑費0.6% 証人等旅費0.2% 諸謝金0.1%
2020,862.8af.8af090.95,114197000,裁判官弾劾裁判所,国会,裁判官弾劾裁判所,その他の事項経費,その他の事項経費,職員基本給58.6% 職員諸手当32.5% 庁費3.9% 超過勤務手当2.6% 職務雑費0.8% 児童手当0.7% 職員旅費0.4% 委員旅費0.2% 諸謝金0.1% 証人等旅費0.0% 自動車重量税0.0%
2020,ddb.ddb.27400c.95,80917362000,最高裁判所,裁判所,裁判所,その他の事項経費,その他の事項経費,国家公務員共済組合負担金41.0% 退職手当24.6% 基礎年金等国家公務員共済組合負担金9.8% 職員基本給6.6% 修習給付金4.1% 職員諸手当3.5% 庁費1.5% 各所修繕1.4% 修習資金貸与金1.2% 超過勤務手当0.9% 職員旅費0.8% 情報処理業務庁費0.8% 裁判資料整備費0.7% 赴任旅費0.7% 休職者給与0.6% 研修費0.5% 諸謝金0.3% 国有資産所在市町村交付金0.2% 司法修習生旅費0.1% 司法修習生研修委託費0.1% 公務災害補償費0.1% 児童手当0.1% 外国留学旅費0.1% 国有財産管理処分庁費0.1% 国会図書館支部庁費0.1% 委員手当0.0% 賠償償還及払戻金0.0% 育児休業手当金国家公務員共済組合負担金0.0% 委員等旅費0.0% 非常勤職員手当0.0% 外国人招へい旅費0.0% 裁判官等法服費0.0% 招へい外国人滞在費0.0% 交際費0.0% 短時間勤務職員給与0.0% 自動車重量税0.0% 国際裁判官連合分担金0.0% 証人等旅費0.0%
2020,ddb.ddb.0812f9.95,208807557000,下級裁判所,裁判所,裁判所,その他の事項経費,その他の事項経費,職員基本給60.7% 職員諸手当30.5% 委員手当3.2% 庁費2.5% 超過勤務手当1.7% 児童手当0.4% 法廷等器具整備費0.3% 委員等旅費0.2% 職員旅費0.1% 国有財産管理処分庁費0.1% 情報処理業務庁費0.1% 非常勤職員手当0.1% 諸謝金0.0% 土地建物借料0.0% 短時間勤務職員給与0.0% 自動車重量税0.0% 交際費0.0%
2020,ddb.ddb.ab1f6f.95,302934000,検察審査費,裁判所,裁判所,その他の事項経費,その他の事項経費,検察審査員旅費79.8% 庁費18.4% 委員手当1.4% 職員旅費0.2% 諸謝金0.1% 委員等旅費0.1% 証人等旅費0.0%
2020,ddb.ddb.108d02.95,20822920000,裁判費,裁判所,裁判所,その他の事項経費,その他の事項経費,裁判庁費71.8% 諸謝金10.3% 委員等旅費7.2% 刑事補償金3.1% 特別送達料2.8% 賠償償還及払戻金1.3% 裁判旅費1.3% 証人等旅費1.0% 少年補導委託費0.8% 執行官旅費0.2% 少年補償金0.0% 保証金0.0% 身柄拘束者食糧費0.0%
2020,ddb.ddb.b0eab9.95,17024474000,裁判所施設費,裁判所,裁判所,その他の事項経費,その他の事項経費,施設整備費95.1% 施設施工庁費4.5% 施設施工旅費0.4% 不動産購入費0.0%
2020,ddb.ddb.2ba434.95,8000000,裁判所予備経費,裁判所,裁判所,その他の事項経費,その他の事項経費,(裁判所予備経費)100.0%
2020,35c.35c.35c163.95,17020964000,会計検査院,会計検査院,会計検査院,その他の事項経費,その他の事項経費,職員基本給36.2% 職員諸手当19.4% 国家公務員共済組合負担金9.4% 退職手当7.3% 超過勤務手当5.8% 会計検査情報処理業務庁費5.5% 公共施設等維持管理運営費3.0% 検査旅費2.7% 基礎年金等国家公務員共済組合負担金2.4% 会計検査活動費1.5% 庁費1.4% 短時間勤務職員給与1.3% 電子計算機等借料1.3% 官民区分所有施設維持管理運営費0.7% 研修所庁費0.7% 職員旅費0.3% 児童手当0.3% 民間資金等活用事業調査費0.1% 休職者給与0.1% 非常勤職員手当0.1% 各所修繕0.1% 公務災害補償費0.1% 赴任旅費0.1% 外国人招へい旅費0.1% 外国留学旅費0.0% 諸謝金0.0% 最高会計検査機関国際組織拠出金0.0% 委員等旅費0.0% 最高会計検査機関国際組織分担金0.0% 国会図書館支部庁費0.0% 委員手当0.0% 招へい外国人滞在費0.0% 通信専用料0.0% 交際費0.0% 育児休業手当金国家公務員共済組合負担金0.0% 国有資産所在市町村交付金0.0% 国際機関等派遣職員給与0.0% 自動車重量税0.0% 賠償償還及払戻金0.0%
2020,35c.35c.54148f.95,78130000,会計検査院施設費,会計検査院,会計検査院,その他の事項経費,その他の事項経費,施設整備費79.4% 施設施工庁費19.6% 施設施工旅費1.0%
2020,fe6.f96.acd523.95,38910091000,内閣官房共通費,内閣,内閣官房,その他の事項経費,その他の事項経費,情報処理業務庁費17.9% 職員基本給17.7% 庁費10.3% 職員諸手当9.4% 重要政策基礎調査委託費5.4% 国家公務員共済組合負担金5.3% 総理大臣官邸業務庁費5.1% 報償費3.8% 諸謝金3.7% 超過勤務手当2.8% 非常勤職員手当2.8% 退職手当2.8% 情報調査委託費1.9% 職員旅費1.9% 拉致問題対策情報収集等活動費1.5% 拉致問題対策庁費1.4% 電子計算機等借料1.2% 基礎年金等国家公務員共済組合負担金1.1% 国際テロ情報収集等活動費1.1% 土地建物借料1.0% 短時間勤務職員給与0.5% 委員等旅費0.4% 国家安全保障政策活動費0.3% サイバーセキュリティ協議会連絡調整事務委託費0.3% 児童手当0.2% 各所修繕0.1% サイバーセキュリティ施策評価事務委託費0.1% 休職者給与0.0% 委員手当0.0% 交際費0.0% 赴任旅費0.0% 外国人招へい旅費0.0% 外国留学旅費0.0% 自動車重量税0.0% 賠償償還及払戻金0.0% 育児休業手当金国家公務員共済組合負担金0.0% 健康・医療戦略推進調査委託費0.0%
2020,fe6.f96.9155ae.95,1856929000,内閣官房施設費,内閣,内閣官房,その他の事項経費,その他の事項経費,施設整備費95.8% 施設施工庁費4.1% 施設施工旅費0.0%
2020,fe6.f96.5cf9da.95,70535218000,情報通信技術調達等適正・効率化推進費,内閣,内閣官房,その他の事項経費,その他の事項経費,情報処理業務庁費89.8% 情報通信技術調達等適正・効率化推進委託費10.2%
2020,fe6.f96.acbaa6.95,59141630000,情報収集衛星業務費,内閣,内閣官房,その他の事項経費,その他の事項経費,情報収集衛星システム開発等委託費75.3% 情報収集衛星業務庁費22.0% 通信専用料2.3% 諸謝金0.2% 職員旅費0.1% 各所修繕0.1% 土地建物借料0.0% 外国留学旅費0.0% 委員等旅費0.0% 自動車重量税0.0%
2020,fe6.f96.e470c5.95,3475920000,情報収集衛星施設費,内閣,内閣官房,その他の事項経費,その他の事項経費,施設整備費93.9% 施設施工庁費6.0% 施設施工旅費0.1%
2020,fe6.5cf.5cf8a2.95,1222263000,内閣法制局,内閣,内閣法制局,その他の事項経費,その他の事項経費,職員基本給40.1% 職員諸手当23.0% 情報処理業務庁費19.6% 庁費9.8% 超過勤務手当6.0% 児童手当0.4% 短時間勤務職員給与0.3% 各所修繕0.2% 職員旅費0.2% 諸謝金0.1% 国会図書館支部庁費0.1% 交際費0.0% 自動車重量税0.0%
2020,fe6.69d.69d8fa.95,9312919000,人事院,内閣,人事院,その他の事項経費,その他の事項経費,職員基本給34.5% 職員諸手当18.8% 国家公務員共済組合負担金9.3% 任用試験費7.0% 退職手当6.5% 庁費5.9% 超過勤務手当3.8% 情報処理業務庁費3.7% 基礎年金等国家公務員共済組合負担金2.2% 研修所庁費2.0% 職員旅費1.7% 外国留学旅費1.4% 短時間勤務職員給与1.0% 諸謝金0.9% 各所修繕0.3% 児童手当0.3% 休職者給与0.2% 国有資産所在市町村交付金0.1% 赴任旅費0.1% 講師等旅費0.1% 非常勤職員手当0.1% 外国人招へい旅費0.0% 委員手当0.0% 国会図書館支部庁費0.0% 招へい外国人滞在費0.0% 交際費0.0% 公務災害補償費0.0% 自動車重量税0.0% 証人等旅費0.0% 国際人事管理機関連合会分担金0.0% 賠償償還及払戻金0.0% 通信専用料0.0% 育児休業手当金国家公務員共済組合負担金0.0%
2020,fe6.69d.6176a5.95,33440000,人事院施設費,内閣,人事院,その他の事項経費,その他の事項経費,施設整備費100.0%
2020,281.8e3.3ff064.95,29046014000,内閣本府共通費,内閣府,内閣本府,その他の事項経費,その他の事項経費,職員基本給23.2% 国家公務員共済組合負担金13.0% 職員諸手当12.4% 情報処理業務庁費11.6% 庁費10.2% 退職手当7.8% 公共施設等維持管理運営費3.6% 超過勤務手当3.4% 基礎年金等国家公務員共済組合負担金3.4% 非常勤職員手当2.4% 土地建物借料1.5% 短時間勤務職員給与1.0% 拉致被害者等給付金及滞在援助金1.0% 委員手当0.7% 職員旅費0.7% 消費税転嫁等対策業務庁費0.6% 諸謝金0.5% 委員等旅費0.5% 休職者給与0.5% 拉致被害者等生活相談等事務委託費0.3% 各所修繕0.3% 児童手当0.2% 国有資産所在市町村交付金0.2% 公務災害補償費0.1% 赴任旅費0.1% 消費者政策業務庁費0.1% 政府開発援助世界保健機関拠出金0.1% 外国留学旅費0.1% 国際機関等派遣職員給与0.1% 外国人招へい旅費0.1% 褒賞金0.1% 交際費0.0% 国会図書館支部庁費0.0% みどりの学術賞賞金0.0% 自動車重量税0.0% 賠償償還及払戻金0.0% 災害検査旅費0.0% 育児休業手当金国家公務員共済組合負担金0.0% 野口英世アフリカ賞賞金0.0% 報償費0.0% 移転費0.0% 社会保障・税番号制度システム開発等委託費0.0%
2020,281.8e3.fb6cdf.95,2984305000,内閣本府施設費,内閣府,内閣本府,その他の事項経費,その他の事項経費,施設整備費85.3% 施設施工庁費14.6% 施設施工旅費0.1%
2020,281.8e3.55f6a8.95,49945000,公文書等管理政策費,内閣府,内閣本府,その他の事項経費,その他の事項経費,庁費38.3% 諸謝金31.9% 職員旅費27.6% 委員等旅費2.2%
2020,281.8e3.870e2d.95,2365019000,独立行政法人国立公文書館運営費,内閣府,内閣本府,その他の事項経費,その他の事項経費,独立行政法人国立公文書館運営費交付金100.0%
2020,281.8e3.065573.95,34433000,独立行政法人国立公文書館施設整備費,内閣府,内閣本府,その他の事項経費,その他の事項経費,独立行政法人国立公文書館施設整備費補助金100.0%
2020,281.8e3.4d4d42.95,18532771000,政府広報費,内閣府,内閣本府,その他の事項経費,その他の事項経費,啓発広報費96.3% 国際機関等拠出金2.7% 情報処理業務庁費0.9% 諸謝金0.1% 職員旅費0.0% 非常勤職員手当0.0%
2020,281.8e3.74b9ed.95,2002985000,アイヌ政策推進費,内閣府,内閣本府,その他の事項経費,その他の事項経費,アイヌ政策推進交付金99.9% 職員旅費0.1% 諸謝金0.1%
2020,281.8e3.ab4ade.95,760723000,経済財政政策費,内閣府,内閣本府,その他の事項経費,その他の事項経費,景気動向調査費24.6% 民間資金等活用事業調査費18.8% 情報処理業務庁費16.1% 職員旅費8.8% 経済協力開発機構拠出金6.7% 市民活動促進等調査費6.0% 経済新生政策調査費5.8% 庁費4.4% 経済財政政策運営調査費2.7% 委員等旅費2.4% 非常勤職員手当2.2% 諸謝金1.1% 経済調査等委託費0.4%
2020,281.8e3.48ff7b.95,2138499000,地方創生支援費,内閣府,内閣本府,その他の事項経費,その他の事項経費,地方創生支援委託費62.4% 地方創生支援事業費補助金32.9% 非常勤職員手当2.3% 情報処理業務庁費0.9% 委員等旅費0.5% 庁費0.4% 諸謝金0.3% 職員旅費0.3%
2020,281.8e3.fa0851.95,1022858000,科学技術・イノベーション政策費(その他の事項経費),内閣府,内閣本府,その他の事項経費,その他の事項経費,科学技術基礎調査等委託費72.4% 庁費12.5% 非常勤職員手当6.9% 職員旅費3.8% 委員等旅費2.2% 情報処理業務庁費0.8% 経済協力開発機構拠出金0.6% 外国人招へい旅費0.4% 諸謝金0.3% 招へい外国人滞在費0.1%
2020,281.8e3.fa0851.13,93500000,科学技術・イノベーション政策費(科学技術振興費),内閣府,内閣本府,科学技術振興費,文教及び科学振興費,国際連合開発計画等拠出金100.0%
2020,281.8e3.311dbb.13,56196724000,科学技術イノベーション創造推進費,内閣府,内閣本府,科学技術振興費,文教及び科学振興費,(科学技術イノベーション創造推進費)100.0%
2020,281.8e3.6bd68f.95,54245901000,遺棄化学兵器廃棄処理事業費,内閣府,内閣本府,その他の事項経費,その他の事項経費,遺棄化学兵器廃棄処理事業等委託費99.3% 遺棄化学兵器廃棄処理業務庁費0.3% 非常勤職員手当0.2% 遺棄化学兵器廃棄処理業務旅費0.1% 諸謝金0.0% 委員等旅費0.0%
2020,281.8e3.182795.95,8036282000,防災政策費,内閣府,内閣本府,その他の事項経費,その他の事項経費,災害救助費等負担金53.3% 災害関係調査費21.1% 中央防災通信維持費9.7% 被災者生活再建支援金補助金7.5% 特定地震防災対策施設運営費補助金3.1% 災害援護貸付金1.9% 災害弔慰金等負担金1.7% 国際防災戦略事務局拠出金1.1% 職員旅費0.3% 非常勤職員手当0.2% 各所修繕0.1% 委員等旅費0.0% 自動車重量税0.0%
2020,281.8e3.aecc9c.63,12906827000,電源開発促進税財源原子力安全規制対策費エネルギー対策特別会計へ繰入,内閣府,内閣本府,エネルギー対策費,エネルギー対策費,電源開発促進税財源のエネルギー対策特別会計へ繰入100.0%
2020,281.8e3.86c37e.95,147349043000,沖縄政策費(その他の事項経費),内閣府,内閣本府,その他の事項経費,その他の事項経費,沖縄振興開発金融公庫出資金91.0% 不発弾等処理交付金2.0% 沖縄離島活性化推進事業費補助金1.0% 沖縄子供の貧困緊急対策事業費補助金1.0% 沖縄製糖業体制強化対策整備費補助金0.8% 沖縄離島生活環境基盤整備推進費補助金0.7% 沖縄観光防災力強化支援事業費補助金0.6% 沖縄国際物流拠点活用推進事業費補助金0.6% 沖縄安全対策業務庁費0.6% 沖縄振興開発金融公庫補給金0.5% 沖縄振興開発調査委託費0.3% 沖縄型産業中核人材育成事業委託費0.2% 沖縄情報通信技術利活用推進事業費補助金0.2% 沖縄雇用促進・人材育成等推進事業費補助金0.1% 交通環境等改善調査委託費0.1% 鉄軌道等導入課題詳細調査委託費0.1% 駐留軍用地跡地利用推進事業費補助金0.1% 所有者不明土地実態調査等委託費0.0% 庁費0.0% 沖縄振興関係調査費0.0% 対馬丸平和祈念事業推進費補助金0.0% 情報処理業務庁費0.0% 職員旅費0.0% 位置境界明確化調査等委託費0.0% 諸謝金0.0% 対馬丸遭難学童遺族特別支出金0.0% 委員等旅費0.0% 対馬丸遭難学童遺族特別支出金支給事務委託費0.0% 委員手当0.0%
2020,281.8e3.86c37e.13,20349000000,沖縄政策費(科学技術振興費),内閣府,内閣本府,科学技術振興費,文教及び科学振興費,沖縄科学技術大学院大学学園補助金83.1% 沖縄科学技術大学院大学学園施設整備費補助金16.9%
2020,281.8e3.46e445.95,101356000000,沖縄振興交付金事業推進費,内閣府,内閣本府,その他の事項経費,その他の事項経費,沖縄振興特別推進交付金51.5% 沖縄振興公共投資交付金48.5%
2020,281.8e3.738c65.95,6500000000,沖縄振興特定事業推進費,内閣府,内閣本府,その他の事項経費,その他の事項経費,沖縄振興特定事業推進費補助金100.0%
2020,281.8e3.cfeea1.95,3450000000,沖縄北部連携促進特別振興事業費,内閣府,内閣本府,その他の事項経費,その他の事項経費,沖縄北部連携促進特別振興事業費補助金99.9% 職員旅費0.1%
2020,281.8e3.de1ca3.95,50000000,沖縄振興推進調査費,内閣府,内閣本府,その他の事項経費,その他の事項経費,(沖縄振興推進調査費)100.0%
2020,281.8e3.44716a.14,7996300000,沖縄教育振興事業費,内閣府,内閣本府,文教施設費,文教及び科学振興費,学校施設環境改善交付金68.3% 公立学校施設整備費負担金31.7%
2020,281.8e3.329b6b.95,2187000,沖縄保健衛生諸費,内閣府,内閣本府,その他の事項経費,その他の事項経費,委員等旅費69.3% 諸謝金30.7%
2020,281.8e3.14dac2.13,8886767000,沖縄国立大学法人施設整備費,内閣府,内閣本府,科学技術振興費,文教及び科学振興費,沖縄国立大学法人健康医療拠点施設整備費補助金100.0%
2020,281.8e3.0d8cd1.41,2920631000,沖縄開発事業費(治山治水対策事業費),内閣府,内閣本府,治山治水対策事業費,公共事業関係費,堰堤維持費86.2% 治山事業費補助11.3% 国有林野内治山事業費1.2% 治水事業調査費0.6% 治水営繕宿舎費0.5% 海岸事業調査費0.3%
2020,281.8e3.0d8cd1.42,38469000000,沖縄開発事業費(道路整備事業費),内閣府,内閣本府,道路整備事業費,公共事業関係費,道路交通円滑化事業費53.1% 地域連携道路事業費18.3% 道路維持管理費14.4% 地域連携道路事業費補助9.6% 道路更新防災等対策事業費補助3.9% 道路更新防災対策事業費0.3% 道路調査費0.1% 道路維持費補助0.1% 道路整備営繕宿舎費0.0% 道路調査費補助0.0% 位置境界不明地域市町村道特別交付金0.0%
2020,281.8e3.0d8cd1.43,16191755000,沖縄開発事業費(港湾空港鉄道等整備事業費),内閣府,内閣本府,港湾空港鉄道等整備事業費,公共事業関係費,港湾改修費94.3% 港湾改修費補助5.3% 港湾営繕宿舎費0.2% 港湾作業船整備費0.1% 港湾事業調査費0.1%
2020,281.8e3.0d8cd1.44,7234000000,沖縄開発事業費(住宅都市環境整備事業費),内閣府,内閣本府,住宅都市環境整備事業費,公共事業関係費,道路交通安全施設等整備事業費39.5% 交通事故重点対策道路事業費38.7% 無電柱化推進事業費18.0% 道路交通安全施設等整備事業費補助2.2% 無電柱化推進事業費補助1.5% 道路環境営繕宿舎費0.1% 沿道環境改善事業費0.0%
2020,281.8e3.0d8cd1.45,7702432000,沖縄開発事業費(公園水道廃棄物処理等施設整備費),内閣府,内閣本府,公園水道廃棄物処理等施設整備費,公共事業関係費,水道施設整備費補助36.4% 国営公園維持管理費23.8% 国営公園整備費22.5% 循環型社会形成推進交付金17.4% 国営公園営繕宿舎費0.0%
2020,281.8e3.0d8cd1.46,18678469000,沖縄開発事業費(農林水産基盤整備事業費),内閣府,内閣本府,農林水産基盤整備事業費,公共事業関係費,農業生産基盤整備事業費補助42.9% かんがい排水事業費34.5% 水産基盤整備事業費補助19.5% 森林環境保全整備事業費補助1.6% 特定漁港漁場整備費0.5% 国営造成施設管理費0.5% 農業農村整備営繕宿舎費0.4% 総合農地防災事業費0.2% 水産基盤整備調査費補助0.0% 農業生産基盤整備事業調査費0.0%
2020,281.8e3.0d8cd1.47,19072000000,沖縄開発事業費(社会資本総合整備事業費),内閣府,内閣本府,社会資本総合整備事業費,公共事業関係費,社会資本整備総合交付金79.5% 防災・安全社会資本整備交付金20.5%
2020,281.8e3.3bc2c5.48,2619000000,沖縄北部連携促進特別振興対策特定開発事業推進費,内閣府,内閣本府,推進費等,公共事業関係費,(沖縄北部連携促進特別振興対策特定開発事業推進費)100.0%
2020,281.8e3.7e1533.95,2173078000,共生社会政策費,内閣府,内閣本府,その他の事項経費,その他の事項経費,諸謝金49.9% 青年の船運航費35.8% 地域子供の未来応援交付金6.9% 庁費3.4% 情報処理業務庁費1.1% 非常勤職員手当1.1% 職員旅費1.1% 委員等旅費0.6% 青年海外派遣旅費0.1%
2020,281.8e3.6d813b.95,2802894000,栄典行政費,内閣府,内閣本府,その他の事項経費,その他の事項経費,褒賞品製造費96.0% 情報処理業務庁費3.6% 電子計算機等借料0.4%
2020,281.8e3.4f456b.95,1351756000,男女共同参画社会形成促進費,内閣府,内閣本府,その他の事項経費,その他の事項経費,諸謝金44.0% 性暴力・配偶者暴力被害者等支援交付金35.2% 地域女性活躍推進交付金11.1% 庁費4.2% 職員旅費1.7% 情報処理業務庁費1.7% 非常勤職員手当1.4% 委員等旅費0.7% 委員手当0.1%
2020,281.8e3.6d0eff.95,128965000,食品安全政策費(その他の事項経費),内閣府,内閣本府,その他の事項経費,その他の事項経費,食品安全関係調査費46.2% 庁費33.1% 委員等旅費9.0% 職員旅費7.6% 外国人招へい旅費3.4% 諸謝金0.5% 委員手当0.1%
2020,281.8e3.6d0eff.13,198960000,食品安全政策費(科学技術振興費),内閣府,内閣本府,科学技術振興費,文教及び科学振興費,食品健康影響評価技術研究委託費100.0%
2020,281.8e3.0de493.95,155661000,公益法人制度適正運営推進費,内閣府,内閣本府,その他の事項経費,その他の事項経費,情報処理業務庁費71.6% 庁費20.1% 職員旅費4.2% 委員等旅費4.2%
2020,281.8e3.f0a47d.13,2123814000,経済社会総合研究所,内閣府,内閣本府,科学技術振興費,文教及び科学振興費,職員基本給35.2% 職員諸手当18.4% 試験研究費18.1% 経済調査等委託費7.3% 情報処理業務庁費6.0% 景気動向調査費6.0% 短時間勤務職員給与2.8% 超過勤務手当2.0% 経済調査等地方公共団体委託費1.2% 非常勤職員手当1.0% 諸謝金0.9% 職員旅費0.6% 委員等旅費0.5% 児童手当0.2% 在外研究員旅費0.0%
2020,281.8e3.207ad8.95,2190321000,迎賓施設運営費,内閣府,内閣本府,その他の事項経費,その他の事項経費,迎賓施設業務庁費97.3% 各所修繕1.6% 諸謝金1.1% 委員等旅費0.0%
2020,281.8e3.d1a628.95,53439000,プレミアム付商品券事業助成費,内閣府,内閣本府,その他の事項経費,その他の事項経費,プレミアム付商品券事業庁費95.2% プレミアム付商品券事業旅費4.3% 諸謝金0.5% プレミアム付商品券事業費補助金0.0% プレミアム付商品券事務費補助金0.0%
2020,281.8e3.47c9b3.43,15648000000,航空機燃料税財源沖縄空港整備事業費自動車安全特別会計へ繰入,内閣府,内閣本府,港湾空港鉄道等整備事業費,公共事業関係費,航空機燃料税財源の自動車安全特別会計へ繰入100.0%
2020,281.8e3.78c91b.43,0,沖縄空港整備事業費自動車安全特別会計へ繰入,内閣府,内閣本府,港湾空港鉄道等整備事業費,公共事業関係費,空港整備事業財源自動車安全特別会計へ繰入0.0%
2020,281.eb8.eb80f7.95,2218657000,地方創生推進事務局,内閣府,地方創生推進事務局,その他の事項経費,その他の事項経費,地方創生推進委託費52.0% 総合特区支援利子補給金25.1% 地域再生支援利子補給金10.8% 庁費3.7% 職員基本給1.7% 非常勤職員手当1.5% 職員旅費1.3% 職員諸手当0.9% 諸謝金0.8% 情報処理業務庁費0.8% 国家戦略特区支援利子補給金0.6% 委員等旅費0.5% 超過勤務手当0.2% 委員手当0.1% 児童手当0.0%
2020,281.eb8.7868af.95,10000000,総合特区推進調整費,内閣府,地方創生推進事務局,その他の事項経費,その他の事項経費,(総合特区推進調整費)100.0%
2020,281.eb8.941da2.95,62473000000,地方創生推進費,内閣府,地方創生推進事務局,その他の事項経費,その他の事項経費,地方創生推進交付金91.6% 地方創生拠点整備交付金4.8% 地方大学・地域産業創生交付金3.6%
2020,281.eb8.3d18f8.48,39777000000,地方創生基盤整備事業推進費,内閣府,地方創生推進事務局,推進費等,公共事業関係費,地方創生整備推進交付金100.0%
2020,281.eb8.80409e.95,500000000,特定地域づくり事業推進費,内閣府,地方創生推進事務局,その他の事項経費,その他の事項経費,特定地域づくり事業推進交付金96.9% 特定地域づくり事業推進調査費3.1%
2020,281.ff1.ff1d60.95,192096000,知的財産戦略推進事務局,内閣府,知的財産戦略推進事務局,その他の事項経費,その他の事項経費,庁費28.8% 諸謝金27.4% 非常勤職員手当14.3% 職員基本給11.0% 職員旅費6.3% 職員諸手当6.0% 委員等旅費3.7% 委員手当1.6% 超過勤務手当0.7% 児童手当0.2%
